file,label,cluster2,cluster3,cluster4,cluster8,cluster10,cluster20,cluster30,cluster50,cluster100
left23576_top64142.jpg,0,0,0,0,0,4,14,28,11,49
left23588_top136906.jpg,0,0,1,2,1,0,0,6,19,55
left23592_top19888.jpg,0,0,0,3,6,5,18,0,17,30
left23596_top85468.jpg,0,1,2,1,3,7,17,7,0,75
left23598_top61740.jpg,0,1,2,0,0,4,16,24,41,76
left23600_top17752.jpg,0,0,0,3,7,3,11,0,47,58
left23602_top121310.jpg,0,0,1,2,1,0,13,25,22,84
left23622_top74136.jpg,0,1,2,0,0,4,7,7,0,76
left23626_top45640.jpg,0,0,0,0,0,4,19,19,39,82
left23632_top104642.jpg,0,0,0,3,6,5,12,5,10,24
left23636_top11550.jpg,0,0,0,3,6,5,18,17,47,70
left23640_top114358.jpg,0,0,0,0,0,4,14,24,27,94
left23642_top57906.jpg,0,0,1,2,1,0,6,27,18,77
left23664_top126588.jpg,0,1,2,0,5,1,8,29,3,95
left23684_top57164.jpg,0,0,1,2,1,9,2,27,4,77
left23696_top131922.jpg,0,0,0,3,6,5,11,16,31,92
left23698_top17596.jpg,0,0,0,3,6,5,12,12,26,40
left23698_top47784.jpg,0,1,2,0,4,8,7,28,11,57
left23708_top134170.jpg,0,0,1,3,7,3,0,15,45,77
left23708_top146542.jpg,0,0,1,2,3,9,5,23,19,55
left23716_top25420.jpg,0,1,2,1,2,2,9,2,16,90
left23732_top49482.jpg,0,1,2,1,5,1,8,1,46,35
left23736_top4782.jpg,0,0,0,0,0,4,14,24,27,41
left23744_top70054.jpg,0,0,0,0,0,4,14,24,27,57
left23760_top70118.jpg,0,1,2,1,5,1,8,1,46,5
left23760_top99812.jpg,0,1,2,1,5,2,8,1,46,35
left23768_top109398.jpg,0,0,1,3,1,0,1,5,33,18
left23784_top108542.jpg,0,0,1,2,1,6,1,25,33,18
left23784_top64894.jpg,0,0,0,0,4,8,18,28,39,91
left23784_top86222.jpg,0,1,2,1,5,1,8,29,3,6
left23788_top25546.jpg,0,1,1,2,1,0,6,3,28,89
left23800_top93940.jpg,0,1,2,1,4,8,13,22,35,25
left23804_top95692.jpg,0,1,1,2,3,7,17,14,30,66
left23808_top85280.jpg,0,0,0,3,6,5,1,17,15,3
left23812_top27170.jpg,0,0,0,0,0,4,19,18,36,33
left23812_top53336.jpg,0,0,1,2,7,3,10,26,48,25
left23818_top20686.jpg,0,0,1,3,7,9,0,27,18,77
left23828_top45958.jpg,0,0,0,0,0,4,16,13,49,38
left23834_top175210.jpg,0,0,0,3,6,5,1,5,33,64
left23840_top106538.jpg,0,0,0,3,0,4,1,10,8,64
left23864_top59558.jpg,0,0,0,0,0,4,7,28,11,57
left23878_top108950.jpg,0,1,2,1,5,1,8,4,46,35
left23880_top38318.jpg,0,1,2,1,5,1,8,1,46,35
left23884_top10110.jpg,0,1,2,1,5,6,9,7,3,95
left23888_top106250.jpg,0,1,2,2,3,7,17,11,14,99
left23904_top47380.jpg,0,1,0,0,4,1,5,10,13,52
left23906_top77672.jpg,0,0,1,3,1,0,18,9,38,73
left23908_top141916.jpg,0,0,1,2,7,3,10,26,48,53
left23924_top75870.jpg,0,1,2,0,0,4,16,18,9,1
left23930_top69218.jpg,0,0,0,0,0,8,19,20,36,33
left23952_top124566.jpg,0,1,1,2,3,9,2,11,4,56
left23960_top27696.jpg,0,0,0,3,6,5,12,12,10,87
left23962_top8058.jpg,0,1,2,1,5,1,17,7,0,8
left23968_top148058.jpg,0,1,2,1,2,7,17,8,34,78
left23968_top162726.jpg,0,1,2,1,5,7,4,4,14,29
left23968_top3714.jpg,0,0,0,3,6,5,12,17,15,70
left23980_top30452.jpg,0,0,0,0,0,4,14,24,49,50
left23988_top136458.jpg,0,0,1,2,3,9,2,14,19,55
left24000_top29516.jpg,0,0,0,0,4,8,18,17,39,25
left24008_top43928.jpg,0,1,2,1,5,6,9,18,9,36
left24008_top76954.jpg,0,0,1,2,0,9,19,20,21,9
left24012_top77728.jpg,0,0,1,2,1,0,0,6,19,55
left24016_top48914.jpg,0,1,2,2,3,7,17,3,14,43
left24024_top133404.jpg,0,1,2,1,4,7,13,22,6,29
left24024_top179238.jpg,0,1,2,1,5,1,8,1,46,5
left24024_top3814.jpg,0,0,0,3,6,5,18,17,15,70
left24028_top198052.jpg,0,1,2,0,5,1,8,29,13,26
left24028_top62824.jpg,0,1,2,0,5,6,9,13,40,46
left24038_top106456.jpg,0,0,1,2,7,3,0,20,20,64
left24048_top22968.jpg,0,0,0,3,6,5,18,19,17,42
left24048_top62664.jpg,0,1,1,2,7,9,5,11,20,99
left24056_top20290.jpg,0,1,2,1,5,7,4,4,35,72
left24056_top86138.jpg,0,1,2,1,5,7,17,1,46,99
left24056_top89044.jpg,0,1,2,1,5,1,4,4,43,69
left24062_top35726.jpg,0,1,2,1,2,7,13,3,14,23
left24068_top18848.jpg,0,0,0,3,6,5,11,16,44,67
left24078_top100670.jpg,0,0,0,3,6,5,12,5,10,63
left24078_top111520.jpg,0,1,2,1,3,7,9,11,5,69
left24088_top16430.jpg,0,0,0,3,6,5,11,16,44,67
left24092_top63056.jpg,0,1,2,1,2,2,3,2,16,15
left24092_top63840.jpg,0,1,2,0,5,1,8,1,9,51
left24096_top12356.jpg,0,0,0,3,6,5,12,12,15,87
left24108_top146198.jpg,0,1,2,1,3,7,17,8,14,6
left24110_top156152.jpg,0,0,1,3,7,3,10,26,12,25
left24122_top12502.jpg,0,1,2,1,5,1,8,29,3,72
left24124_top23424.jpg,0,1,2,0,0,4,19,18,29,21
left24136_top55660.jpg,0,0,1,2,3,9,2,23,19,9
left24140_top148812.jpg,0,0,1,2,1,0,6,25,28,68
left24152_top40356.jpg,0,0,0,0,0,8,19,28,21,49
left24156_top65086.jpg,0,0,0,3,6,5,11,16,44,67
left24158_top112266.jpg,0,0,1,3,1,0,6,25,22,37
left24168_top52190.jpg,0,1,2,1,2,6,9,3,16,43
left24182_top80044.jpg,0,1,2,1,5,7,17,7,0,6
left24192_top128472.jpg,0,1,2,1,2,2,7,7,0,5
left24208_top12192.jpg,0,0,1,3,7,3,18,17,47,93
left24210_top124082.jpg,0,0,0,0,0,4,16,18,41,76
left24212_top11158.jpg,0,0,0,3,6,5,1,25,22,47
left24226_top52522.jpg,0,0,1,2,7,3,1,20,13,52
left24232_top14002.jpg,0,0,1,2,7,3,10,26,36,81
left24238_top36770.jpg,0,0,0,0,0,4,14,24,27,41
left24256_top35800.jpg,0,0,0,0,0,4,19,18,21,49
left24260_top85586.jpg,0,1,2,1,5,1,8,1,46,5
left24260_top96372.jpg,0,1,1,2,3,3,4,4,43,32
left24266_top19504.jpg,0,1,2,1,2,7,17,8,34,78
left24272_top21558.jpg,0,0,0,0,5,1,5,29,24,8
left24274_top24940.jpg,0,1,2,1,5,1,8,1,46,5
left24284_top67012.jpg,0,0,0,0,4,8,15,17,2,4
left24288_top54994.jpg,0,1,2,0,4,8,19,19,29,21
left24288_top80470.jpg,0,1,2,0,4,8,19,28,21,33
left24292_top149376.jpg,0,1,1,2,3,9,5,20,24,9
left24294_top93466.jpg,0,1,2,1,2,2,17,8,34,39
left24296_top34306.jpg,0,0,0,0,0,4,14,24,27,41
left24300_top59758.jpg,0,0,0,0,0,4,7,28,11,57
left24316_top130554.jpg,0,0,0,3,6,5,12,12,44,11
left24320_top18492.jpg,0,0,0,3,6,5,12,12,26,40
left24320_top8628.jpg,0,1,2,1,5,6,13,22,35,22
left24332_top11520.jpg,0,1,2,1,5,1,13,22,25,72
left24340_top39342.jpg,0,0,0,3,6,5,11,16,47,58
left24346_top143508.jpg,0,1,2,1,2,7,17,7,0,39
left24348_top42942.jpg,0,1,2,0,0,9,19,18,9,36
left24348_top45872.jpg,0,1,2,1,4,8,7,28,11,5
left24352_top32148.jpg,0,0,0,0,0,4,16,19,1,42
left24352_top64294.jpg,0,1,2,0,0,4,7,28,11,76
left24354_top144072.jpg,0,1,2,1,2,2,3,7,42,75
left24360_top108108.jpg,0,0,0,3,6,5,11,0,17,30
left24368_top138624.jpg,0,0,1,2,4,8,15,6,7,62
left24368_top75394.jpg,0,0,0,0,4,8,18,19,1,91
left24380_top158990.jpg,0,0,1,2,1,0,6,27,18,53
left24384_top23378.jpg,0,1,2,1,2,2,3,21,23,85
left24384_top29732.jpg,0,1,1,2,5,1,4,29,20,32
left24392_top28768.jpg,0,1,2,0,4,8,13,22,32,86
left24396_top30642.jpg,0,0,0,3,6,5,12,12,44,11
left24404_top84760.jpg,0,0,0,3,6,5,12,12,44,11
left24406_top59110.jpg,0,0,1,2,7,3,0,20,19,9
left24406_top59182.jpg,0,1,2,1,2,7,17,8,14,43
left24412_top130936.jpg,0,1,2,1,2,2,8,1,46,5
left24420_top22994.jpg,0,0,1,3,7,0,0,25,2,65
left24430_top44292.jpg,0,1,0,0,0,4,16,18,9,36
left24434_top24990.jpg,0,1,2,1,2,7,3,2,16,14
left24436_top27062.jpg,0,1,2,0,4,8,7,28,11,0
left24436_top72206.jpg,0,0,0,0,0,4,16,13,49,1
left24444_top11078.jpg,0,0,0,3,6,5,12,12,26,40
left24452_top115680.jpg,0,1,2,1,2,2,7,7,0,86
left24454_top152882.jpg,0,1,2,1,4,8,13,22,32,45
left24454_top70718.jpg,0,1,2,1,5,1,8,1,46,35
left24456_top51184.jpg,0,0,0,0,1,6,15,13,37,89
left24468_top6548.jpg,0,0,0,3,6,5,16,0,41,63
left24470_top7380.jpg,0,0,0,3,6,5,1,5,24,63
left24472_top24412.jpg,0,0,1,2,1,6,6,3,28,89
left24476_top64154.jpg,0,0,1,2,3,9,0,27,4,77
left24488_top63192.jpg,0,0,0,3,6,5,11,16,31,58
left2448_top26132.jpg,0,0,0,0,4,8,18,17,39,82
left2448_top8616.jpg,0,0,0,3,6,5,12,0,15,3
left24494_top52128.jpg,0,0,0,3,6,5,12,12,26,40
left24496_top123256.jpg,0,0,1,2,4,8,15,6,2,31
left24512_top47388.jpg,0,1,1,2,7,3,4,15,12,22
left24524_top31844.jpg,0,0,1,2,1,0,18,19,47,53
left24524_top52206.jpg,0,0,1,2,7,3,10,29,13,52
left24526_top32374.jpg,0,0,0,0,0,4,14,24,27,41
left24526_top59070.jpg,0,1,2,1,5,1,8,1,46,5
left24532_top50484.jpg,0,0,0,3,6,5,11,16,47,58
left24540_top57778.jpg,0,1,2,1,2,2,7,7,0,98
left24542_top40484.jpg,0,0,1,3,6,5,11,16,31,92
left24544_top17344.jpg,0,1,2,1,3,7,17,8,14,23
left24558_top178670.jpg,0,1,2,1,5,1,8,1,46,26
left24566_top40012.jpg,0,0,0,3,6,5,11,16,31,67
left24572_top31500.jpg,0,0,0,0,0,4,16,19,41,42
left24576_top31260.jpg,0,0,0,0,0,4,18,19,1,91
left24576_top46538.jpg,0,1,2,1,5,1,8,1,35,72
left24580_top133990.jpg,0,0,0,3,6,5,10,25,22,47
left24582_top173138.jpg,0,1,2,0,4,8,7,28,11,0
left24582_top41512.jpg,0,1,2,0,5,1,5,29,24,8
left24588_top124370.jpg,0,1,2,1,5,1,8,1,46,90
left24596_top24228.jpg,0,0,0,3,7,3,10,26,22,52
left24596_top56836.jpg,0,0,1,2,1,6,9,23,22,13
left24604_top43254.jpg,0,1,2,0,0,6,9,7,3,8
left24616_top153732.jpg,0,1,0,0,4,8,7,28,11,45
left24620_top103434.jpg,0,0,0,3,6,5,11,16,22,58
left24620_top127198.jpg,0,1,2,1,2,2,8,1,46,90
left24634_top113262.jpg,0,0,0,3,6,5,11,16,10,58
left24634_top183850.jpg,0,0,1,3,1,0,11,9,38,73
left24650_top104096.jpg,0,1,2,1,2,7,17,8,34,78
left24650_top7648.jpg,0,1,2,1,2,7,17,8,34,78
left24652_top53260.jpg,0,1,2,1,2,2,3,2,16,90
left24654_top122016.jpg,0,1,2,1,2,2,7,7,0,76
left24654_top187200.jpg,0,1,2,1,2,6,9,3,16,43
left24662_top120686.jpg,0,1,2,0,4,6,7,13,32,19
left24664_top15226.jpg,0,1,2,1,5,1,8,29,3,26
left24664_top46624.jpg,0,0,0,3,6,5,11,16,31,73
left24664_top66440.jpg,0,0,0,3,6,5,18,17,47,70
left24666_top19540.jpg,0,0,1,2,7,3,1,10,12,88
left24668_top73268.jpg,0,0,1,2,3,9,2,27,19,96
left24672_top173842.jpg,0,1,2,1,5,1,8,1,46,35
left24676_top55420.jpg,0,0,0,0,0,4,18,19,39,42
left24688_top23992.jpg,0,1,1,2,3,7,2,14,30,23
left24690_top55142.jpg,0,0,0,3,4,8,18,17,39,82
left24692_top22174.jpg,0,0,0,0,0,4,16,13,39,42
left24696_top142144.jpg,0,1,1,2,3,9,2,3,4,96
left24724_top23596.jpg,0,1,2,1,4,1,13,22,35,72
left24732_top5430.jpg,0,0,1,3,1,0,11,5,2,17
left24744_top112316.jpg,0,1,2,1,3,7,17,8,34,78
left24746_top107784.jpg,0,0,1,2,1,0,1,5,33,18
left24746_top199068.jpg,0,0,0,0,0,4,19,20,36,83
left24776_top75358.jpg,0,0,0,0,0,4,14,24,27,41
left24778_top112546.jpg,0,0,0,3,1,0,6,5,22,37
left24784_top127012.jpg,0,0,0,0,5,6,9,13,22,69
left24786_top41896.jpg,0,1,2,0,0,6,9,18,9,36
left24794_top12544.jpg,0,1,1,2,5,1,4,10,6,88
left24796_top12016.jpg,0,0,0,3,6,5,11,16,47,70
left24796_top9066.jpg,0,0,0,0,0,4,16,18,9,51
left24810_top122778.jpg,0,1,1,2,7,3,4,4,20,29
left24846_top109684.jpg,0,0,1,2,7,3,0,15,6,61
left24850_top47554.jpg,0,0,1,2,7,3,15,15,2,84
left24852_top167646.jpg,0,1,2,1,5,1,4,4,43,13
left24864_top61056.jpg,0,1,2,1,2,7,17,8,34,78
left24868_top110542.jpg,0,1,2,1,2,2,3,2,16,15
left24880_top34084.jpg,0,0,0,3,6,5,11,16,47,92
left24884_top37506.jpg,0,0,0,0,0,4,14,24,27,41
left24890_top3702.jpg,0,1,2,0,0,4,7,7,0,76
left24896_top17950.jpg,0,0,1,2,1,9,2,27,4,89
left24902_top20570.jpg,0,1,2,2,3,6,9,23,43,28
left24904_top34592.jpg,0,0,0,0,0,4,14,24,27,41
left24906_top114850.jpg,0,0,1,2,7,3,1,26,48,64
left24906_top21486.jpg,0,0,0,3,6,4,1,13,15,38
left24910_top147476.jpg,0,1,2,0,5,1,5,7,0,6
left24928_top119290.jpg,0,0,1,2,1,6,6,27,37,89
left24932_top148728.jpg,0,0,1,2,1,0,11,9,45,65
left24946_top145414.jpg,0,1,1,2,3,9,2,23,37,28
left24948_top76708.jpg,0,0,0,3,4,8,18,19,47,7
left24952_top11162.jpg,0,1,2,1,3,7,17,3,30,59
left24956_top63802.jpg,0,1,2,0,4,8,7,28,11,0
left2496_top76542.jpg,0,0,0,0,0,4,19,18,21,1
left24980_top203652.jpg,0,0,0,3,6,5,12,12,44,24
left24982_top68004.jpg,0,0,0,3,6,5,11,16,17,30
left24988_top28508.jpg,0,0,0,0,0,6,9,23,37,28
left24988_top57994.jpg,0,1,1,2,1,0,4,23,43,84
left24994_top109664.jpg,0,1,2,2,3,6,2,3,37,43
left24996_top184254.jpg,0,0,0,3,6,5,11,9,31,73
left24998_top149020.jpg,0,1,2,1,3,7,2,3,14,43
left25004_top133442.jpg,0,1,2,2,5,1,4,4,35,72
left25006_top40248.jpg,0,1,1,2,3,9,5,23,20,32
left25006_top6240.jpg,0,0,1,2,1,0,1,5,33,18
left25022_top13774.jpg,0,1,2,0,5,1,8,29,13,26
left25026_top17920.jpg,0,0,1,2,7,3,0,15,12,71
left25026_top61454.jpg,0,0,0,3,6,5,18,0,17,70
left25028_top42162.jpg,0,1,2,1,5,1,8,10,6,19
left25042_top44126.jpg,0,1,2,1,2,2,17,8,34,39
left25044_top28996.jpg,0,0,0,0,1,6,9,23,37,28
left25050_top8596.jpg,0,1,2,1,5,1,8,29,3,26
left25060_top123950.jpg,0,1,2,1,5,1,8,1,46,5
left25066_top112022.jpg,0,0,1,2,1,0,6,9,38,68
left25066_top42962.jpg,0,0,1,2,7,9,5,11,36,48
left25074_top17020.jpg,0,1,1,2,3,9,2,27,4,56
left25088_top9470.jpg,0,1,2,0,4,8,5,29,3,10
left25092_top14346.jpg,0,0,0,3,6,5,12,12,44,11
left25104_top52470.jpg,0,1,2,1,5,1,8,1,46,5
left25108_top108458.jpg,0,1,2,1,2,6,9,2,16,90
left25112_top21666.jpg,0,1,2,1,2,2,3,21,42,44
left25120_top91956.jpg,0,1,1,2,4,8,15,10,6,61
left25126_top20452.jpg,0,1,2,1,2,6,9,3,16,12
left25134_top130808.jpg,0,0,1,0,4,9,19,6,36,33
left25142_top106332.jpg,0,1,2,0,5,1,8,29,13,26
left25152_top123312.jpg,0,1,2,1,5,1,8,1,46,5
left25152_top22338.jpg,0,0,1,2,5,1,4,4,13,52
left25156_top21098.jpg,0,0,0,3,6,5,11,16,31,92
left25168_top42878.jpg,0,1,2,1,2,6,9,7,0,75
left25170_top13518.jpg,0,1,0,0,5,1,8,29,3,26
left25172_top4572.jpg,0,1,2,1,2,6,9,7,0,75
left25190_top132220.jpg,0,0,0,0,0,4,14,10,8,27
left25196_top159422.jpg,0,1,2,1,2,7,17,8,34,78
left25198_top13320.jpg,0,0,1,2,1,0,1,5,28,37
left25222_top33902.jpg,0,0,0,0,6,5,14,24,27,41
left25224_top115300.jpg,0,1,2,1,2,2,7,8,25,86
left25230_top98744.jpg,0,0,0,0,7,3,10,26,13,52
left25238_top14854.jpg,0,1,1,0,0,8,19,10,21,1
left25240_top100396.jpg,0,1,2,1,5,1,8,1,3,72
left25262_top59454.jpg,0,1,2,0,5,1,8,29,3,26
left25262_top6612.jpg,0,0,0,0,0,4,16,18,9,51
left25268_top18916.jpg,0,1,2,1,2,7,17,8,34,39
left25282_top51022.jpg,0,1,2,1,4,8,7,10,8,86
left25286_top81800.jpg,0,1,2,1,2,7,17,8,34,78
left25290_top20636.jpg,0,0,0,0,0,4,14,18,9,36
left25298_top65258.jpg,0,0,0,0,0,4,1,10,8,27
left25320_top69394.jpg,0,0,0,0,0,4,14,24,41,94
left25326_top24352.jpg,0,0,0,3,6,5,12,16,31,24
left25338_top9946.jpg,0,1,2,1,5,1,8,1,46,90
left25342_top17186.jpg,0,1,2,2,3,7,10,14,35,25
left25348_top133148.jpg,0,0,0,0,0,4,19,20,21,49
left25358_top60102.jpg,0,1,2,0,5,1,5,29,3,8
left25368_top110184.jpg,0,1,2,1,3,7,17,3,14,43
left25376_top35542.jpg,0,0,0,0,6,5,14,0,27,41
left25390_top82936.jpg,0,1,1,0,4,8,19,10,29,33
left25414_top116692.jpg,0,0,1,3,1,0,1,5,33,37
left25414_top125866.jpg,0,0,1,2,4,8,0,6,29,31
left25428_top19208.jpg,0,0,1,2,1,0,1,5,33,18
left2542_top87738.jpg,0,0,0,3,1,0,15,17,2,17
left25434_top112428.jpg,0,0,0,3,6,5,12,12,44,24
left25436_top148772.jpg,0,0,0,3,6,5,11,0,17,92
left25440_top38780.jpg,0,1,2,1,4,2,13,22,25,34
left25462_top107298.jpg,0,0,1,2,1,6,6,23,22,74
left25466_top104652.jpg,0,0,0,3,6,5,11,16,31,92
left25470_top108454.jpg,0,1,2,1,5,6,9,23,43,13
left25472_top22288.jpg,0,0,0,3,6,5,12,12,44,24
left25482_top4236.jpg,0,1,1,0,3,9,19,18,21,36
left25484_top41918.jpg,0,0,0,0,0,9,5,23,24,9
left25490_top64328.jpg,0,1,2,1,2,2,8,1,46,5
left25492_top24428.jpg,0,1,2,1,5,1,8,1,46,26
left25498_top93068.jpg,0,1,1,2,7,3,4,15,20,81
left25504_top43652.jpg,0,0,0,3,5,6,5,23,22,47
left25508_top160486.jpg,0,0,0,3,6,5,11,16,44,67
left25522_top20302.jpg,0,1,2,1,5,1,4,4,35,72
left25522_top21466.jpg,0,0,0,0,0,4,18,19,39,42
left25522_top47356.jpg,0,1,2,0,4,8,7,28,11,57
left25524_top11266.jpg,0,1,1,2,3,9,2,27,4,96
left25542_top18328.jpg,0,1,2,1,5,1,8,1,46,5
left2554_top52500.jpg,0,0,0,3,6,5,12,12,15,87
left25560_top25310.jpg,0,0,0,0,0,9,5,20,24,9
left25564_top21502.jpg,0,0,0,3,6,5,12,12,26,11
left25568_top18038.jpg,0,1,2,1,5,1,8,1,46,35
left25574_top120064.jpg,0,1,1,0,1,6,6,13,37,89
left25582_top84056.jpg,0,0,1,2,1,0,6,25,2,89
left25584_top25344.jpg,0,0,0,3,7,3,10,26,48,53
left25586_top147002.jpg,0,1,2,1,2,2,3,21,25,45
left25590_top24974.jpg,0,0,1,2,7,9,5,20,24,9
left25590_top86902.jpg,0,0,0,0,4,8,7,13,32,45
left25594_top138872.jpg,0,0,1,2,7,3,10,29,13,52
left25602_top105256.jpg,0,1,2,1,2,7,17,8,34,78
left25602_top111146.jpg,0,0,1,2,3,9,5,23,24,8
left25610_top22660.jpg,0,1,2,1,3,7,17,14,35,6
left25614_top64262.jpg,0,0,0,0,0,4,16,18,49,27
left25630_top12676.jpg,0,0,1,3,7,3,10,26,48,81
left25636_top63174.jpg,0,1,2,1,2,2,3,21,42,44
left25638_top21282.jpg,0,0,1,2,7,3,15,20,19,61
left25638_top8580.jpg,0,1,2,1,5,1,8,1,35,72
left25644_top5692.jpg,0,0,0,0,0,4,14,0,17,94
left2564_top42570.jpg,0,0,0,0,7,9,5,20,24,9
left25662_top107826.jpg,0,0,0,0,0,9,5,18,24,36
left25666_top54710.jpg,0,1,2,1,2,2,3,21,34,78
left25678_top22462.jpg,0,0,0,2,5,1,4,4,13,52
left25686_top85210.jpg,0,1,2,0,0,4,16,7,3,95
left25694_top123296.jpg,0,0,0,3,6,5,18,0,31,30
left25702_top19560.jpg,0,0,0,0,4,8,7,28,39,45
left25702_top9048.jpg,0,0,0,0,0,4,14,18,41,94
left25718_top12428.jpg,0,1,2,2,3,7,17,14,30,66
left25730_top102864.jpg,0,1,2,1,5,7,4,4,43,29
left25738_top118986.jpg,0,0,0,0,0,6,16,13,41,46
left25738_top20244.jpg,0,1,0,0,0,4,19,18,9,36
left25742_top14486.jpg,0,1,2,0,5,9,5,7,3,8
left25750_top53270.jpg,0,1,2,1,3,7,17,14,0,39
left25764_top46360.jpg,0,1,2,1,5,1,8,1,46,5
left25766_top136466.jpg,0,0,1,3,7,3,13,25,12,22
left25766_top14414.jpg,0,0,0,0,5,1,5,29,13,69
left25770_top19298.jpg,0,0,1,2,7,3,10,26,20,32
left25782_top19214.jpg,0,1,1,2,4,8,15,10,6,84
left25794_top66200.jpg,0,0,0,0,0,4,14,24,27,41
left25798_top8522.jpg,0,1,1,2,3,7,15,14,2,4
left25804_top4772.jpg,0,0,0,0,0,4,19,18,9,36
left25806_top82660.jpg,0,0,0,3,1,0,6,25,10,97
left25814_top9994.jpg,0,1,2,1,5,1,9,23,3,19
left25830_top13148.jpg,0,0,1,2,7,3,15,10,19,64
left25842_top19532.jpg,0,0,0,0,0,4,16,18,9,36
left25846_top10972.jpg,0,0,1,2,1,0,1,5,33,63
left25858_top126700.jpg,0,0,0,0,5,1,8,29,13,52
left25858_top19320.jpg,0,0,1,3,1,0,6,9,38,2
left25862_top11666.jpg,0,0,0,3,6,5,12,12,15,87
left25862_top126768.jpg,0,1,1,2,3,9,2,27,4,96
left25866_top51148.jpg,0,1,2,1,5,1,8,11,14,99
left25868_top65588.jpg,0,0,0,3,6,5,18,19,47,42
left25878_top22724.jpg,0,1,1,2,4,8,15,10,32,86
left25880_top40348.jpg,0,0,0,0,4,8,19,28,29,49
left25882_top19390.jpg,0,1,1,2,7,3,4,11,6,99
left25894_top117122.jpg,0,0,0,3,6,5,10,26,48,3
left25898_top56420.jpg,0,1,2,1,5,1,8,29,3,69
left25904_top166028.jpg,0,1,2,0,4,8,15,28,11,0
left25910_top10254.jpg,0,1,2,0,5,1,8,29,13,26
left25924_top17586.jpg,0,1,2,1,2,7,13,8,35,25
left25926_top13920.jpg,0,1,2,2,3,7,17,14,30,66
left25926_top20594.jpg,0,1,1,2,7,3,4,4,43,13
left25934_top132004.jpg,0,0,0,0,0,4,14,20,36,94
left25934_top17486.jpg,0,1,2,1,2,2,7,1,46,5
left25936_top50146.jpg,0,0,0,0,4,8,7,28,11,25
left25938_top27310.jpg,0,0,1,3,1,0,6,25,2,4
left25942_top30494.jpg,0,0,0,2,7,3,10,29,13,52
left25946_top12304.jpg,0,0,1,3,6,5,1,5,33,63
left25952_top24398.jpg,0,1,2,1,4,8,17,8,6,86
left25966_top57558.jpg,0,1,2,1,5,7,4,4,35,29
left25974_top82238.jpg,0,1,2,1,4,8,13,22,25,34
left25986_top143524.jpg,0,0,1,2,1,0,0,27,38,77
left2598_top13020.jpg,0,0,0,0,0,4,16,13,8,27
left25996_top93898.jpg,0,1,2,1,2,2,3,21,42,15
left26006_top41534.jpg,0,0,0,3,7,3,5,0,13,52
left26006_top98188.jpg,0,0,0,3,1,0,15,17,2,4
left26008_top27930.jpg,0,1,2,1,4,8,7,28,25,86
left2600_top15926.jpg,0,0,0,3,6,5,12,12,15,87
left26022_top16572.jpg,0,1,2,1,2,2,3,21,23,98
left26028_top22422.jpg,0,0,1,3,7,3,1,5,12,88
left26034_top53604.jpg,0,1,2,1,2,2,17,8,34,39
left26074_top63218.jpg,0,0,0,0,0,4,16,13,49,27
left26080_top16386.jpg,0,0,1,2,7,3,0,15,19,61
left26082_top130426.jpg,0,1,2,1,5,1,17,8,5,6
left26090_top141058.jpg,0,0,1,3,1,0,6,27,18,53
left26094_top154060.jpg,0,1,2,1,2,2,3,21,42,44
left26094_top5780.jpg,0,0,0,0,0,4,14,29,13,94
left2610_top5550.jpg,0,0,0,0,4,8,19,10,21,1
left26110_top138200.jpg,0,1,2,1,3,7,17,3,16,66
left26114_top26586.jpg,0,0,1,3,1,0,6,9,38,2
left26114_top98096.jpg,0,0,0,0,7,3,10,0,13,94
left26118_top60814.jpg,0,0,0,0,4,8,7,28,11,57
left26158_top91282.jpg,0,1,2,1,5,7,17,8,35,78
left26160_top99174.jpg,0,1,2,0,5,1,8,1,46,19
left2616_top5304.jpg,0,0,0,0,0,4,14,28,27,94
left26170_top107910.jpg,0,1,2,0,4,8,13,22,29,21
left26170_top25044.jpg,0,1,2,2,3,7,17,14,35,99
left26170_top70838.jpg,0,0,0,3,1,6,18,23,2,4
left26190_top16724.jpg,0,0,0,3,6,5,12,12,15,87
left26190_top19706.jpg,0,1,1,2,3,9,2,27,18,32
left26190_top62000.jpg,0,1,1,2,1,0,15,6,7,2
left26192_top84340.jpg,0,1,2,1,5,1,4,4,35,29
left26196_top16998.jpg,0,0,0,3,7,3,1,26,48,64
left26210_top20182.jpg,0,1,2,1,5,1,4,4,46,35
left26234_top101816.jpg,0,1,1,2,1,6,15,3,28,1
left26234_top120858.jpg,0,0,1,2,1,9,16,13,37,74
left26250_top100760.jpg,0,1,2,1,5,1,8,1,46,35
left26278_top21406.jpg,0,1,2,1,3,7,17,14,30,59
left26282_top141010.jpg,0,1,2,1,5,6,9,2,40,14
left26286_top59654.jpg,0,1,2,1,3,7,17,11,14,99
left26290_top103126.jpg,0,0,1,2,7,3,4,4,12,22
left26290_top61812.jpg,0,0,1,2,1,0,6,27,18,77
left26298_top41632.jpg,0,0,1,3,7,3,0,20,45,65
left26306_top34004.jpg,0,0,1,2,1,0,1,5,22,47
left26310_top24640.jpg,0,1,2,1,5,1,8,29,13,26
left26314_top65086.jpg,0,0,0,0,0,4,14,24,27,41
left26318_top8944.jpg,0,1,1,2,3,9,2,27,37,74
left26320_top63710.jpg,0,1,2,0,4,8,19,18,21,36
left26328_top99848.jpg,0,0,0,3,4,8,18,17,17,65
